Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Access Type,Source,EID
"Karmali, F., Kawakami, K., Page-Gould, E.","He said what? Physiological and cognitive responses to imagining and witnessing outgroup racism",2017,"Journal of Experimental Psychology: General","146","8",,"1073","1085",,,10.1037/xge0000304,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017157341&doi=10.1037%2fxge0000304&partnerID=40&md5=5c19298a475efb014dd0ad6c5b23d5ca",Article,,Scopus,2-s2.0-85017157341
"Eder, A.B., Dignath, D., Erle, T.M., Wiemer, J.","Shocking action: Facilitative effects of punishing electric shocks on action control",2017,"Journal of Experimental Psychology: General","146","8",,"1204","1215",,,10.1037/xge0000332,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026458828&doi=10.1037%2fxge0000332&partnerID=40&md5=087ee68d0920e5241ea1a4b4340b716f",Article,,Scopus,2-s2.0-85026458828
"Shanks, D.R.","Misunderstanding the behavior priming controversy: Comment on Payne, Brown-Iannuzzi, And Loersch (2016)",2017,"Journal of Experimental Psychology: General","146","8",,"1216","1222",,,10.1037/xge0000307,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026464270&doi=10.1037%2fxge0000307&partnerID=40&md5=463ca1605ff5a916d405b15bf10f1e43",Note,,Scopus,2-s2.0-85026464270
"Tappin, B.M., van der Leer, L., McKay, R.T.","The heart trumps the head: DESIRABILITY bias in political belief revision",2017,"Journal of Experimental Psychology: General","146","8",,"1143","1149",,1,10.1037/xge0000298,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026461376&doi=10.1037%2fxge0000298&partnerID=40&md5=ec8f0d8e26c003cefd6d07d533f74bc4",Article,Open Access,Scopus,2-s2.0-85026461376
"Schroeder, J., Waytz, A., Epley, N.","Endorsing help for others that you oppose for yourself: Mind perception alters the perceived effectiveness of paternalism",2017,"Journal of Experimental Psychology: General","146","8",,"1106","1125",,,10.1037/xge0000320,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026460346&doi=10.1037%2fxge0000320&partnerID=40&md5=f1d255ce8f54348a90cdbbf00df58e18",Article,,Scopus,2-s2.0-85026460346
"Kotabe, H.P., Kardan, O., Berman, M.G.","The nature-disorder paradox: A perceptual study on how nature is disorderly yet aesthetically preferred",2017,"Journal of Experimental Psychology: General","146","8",,"1126","1142",,1,10.1037/xge0000321,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026486584&doi=10.1037%2fxge0000321&partnerID=40&md5=3f65b2aa0ce092008c6f843eec87294c",Article,,Scopus,2-s2.0-85026486584
"Wang, Y., Jing, Y., Zhang, Z., Lin, C., Valadez, E.A.","How dispositional social risk-seeking promotes trusting strangers: Evidence based on brain potentials and neural oscillations",2017,"Journal of Experimental Psychology: General","146","8",,"1150","1163",,1,10.1037/xge0000328,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026468503&doi=10.1037%2fxge0000328&partnerID=40&md5=4f5a6e648abb37c6221dd891a66e4045",Article,,Scopus,2-s2.0-85026468503
"Sparks, J., Ledgerwood, A.","When good is stickier than bad: Understanding gain/loss asymmetries in sequential framing effects",2017,"Journal of Experimental Psychology: General","146","8",,"1086","1105",,1,10.1037/xge0000311,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017654747&doi=10.1037%2fxge0000311&partnerID=40&md5=f212270c0963e08229123c04fd2d91ee",Article,,Scopus,2-s2.0-85017654747
"Lupoli, M.J., Jampol, L., Oveis, C.","Lying because we care: Compassion increases Prosocial lying",2017,"Journal of Experimental Psychology: General","146","7",,"1026","1042",,1,10.1037/xge0000315,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021253727&doi=10.1037%2fxge0000315&partnerID=40&md5=6c4a4f1df05efe63113889402070bdcc",Article,,Scopus,2-s2.0-85021253727
"Bylund, E., Athanasopoulos, P.","The whorfian time warp: Representing duration through the language hourglass",2017,"Journal of Experimental Psychology: General","146","7",,"911","916",,,10.1037/xge0000314,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021247083&doi=10.1037%2fxge0000314&partnerID=40&md5=424b1506ffb38bff111775f8286d1c15",Article,,Scopus,2-s2.0-85021247083
"Robinson, A.K., Plaut, D.C., Behrmann, M.","Word and face processing engage overlapping distributed networks: Evidence from RSVP and EEG investigations",2017,"Journal of Experimental Psychology: General","146","7",,"943","961",,1,10.1037/xge0000302,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017150945&doi=10.1037%2fxge0000302&partnerID=40&md5=82869cb2417f628363557c76f19172a7",Article,,Scopus,2-s2.0-85017150945
"Pothos, E.M., Busemeyer, J.R., Shiffrin, R.M., Yearsley, J.M.","The rational status of quantum cognition",2017,"Journal of Experimental Psychology: General","146","7",,"968","987",,,10.1037/xge0000312,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021195232&doi=10.1037%2fxge0000312&partnerID=40&md5=83daef499c2b20d9950edee2f1a68a5f",Article,,Scopus,2-s2.0-85021195232
"Waters, S.F., West, T.V., Karnilowicz, H.R., Mendes, W.B.","Affect contagion between Mothers and Infants: Examining valence and touch",2017,"Journal of Experimental Psychology: General","146","7",,"1043","1051",,2,10.1037/xge0000322,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021188909&doi=10.1037%2fxge0000322&partnerID=40&md5=82101e9a312335e3b625361e12af06be",Article,,Scopus,2-s2.0-85021188909
"Sztybel, P., Gibson, B.S.","Functional consequences of compositional spatial representations elicited during conceptual control of visual spatial attention",2017,"Journal of Experimental Psychology: General","146","7",,"1009","1025",,,10.1037/xge0000319,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021219042&doi=10.1037%2fxge0000319&partnerID=40&md5=c13a425c2fe1f0965853015e92f30c4a",Article,,Scopus,2-s2.0-85021219042
"Brewer, G.A., Lau, K.K.H., Wingert, K.M., Hunter Ball, B., Blais, C.","Examining depletion theories under conditions of within-task transfer",2017,"Journal of Experimental Psychology: General","146","7",,"988","1008",,1,10.1037/xge0000290,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021218211&doi=10.1037%2fxge0000290&partnerID=40&md5=ee40a9edab8e62234b99f3e7c863d860",Article,,Scopus,2-s2.0-85021218211
"Claidière, N., Trouche, E., Mercier, H.","Argumentation and the diffusion of counter-intuitive beliefs",2017,"Journal of Experimental Psychology: General","146","7",,"1052","1066",,,10.1037/xge0000323,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021234113&doi=10.1037%2fxge0000323&partnerID=40&md5=a2fe94719695de340d64c4c42fb1ade7",Article,,Scopus,2-s2.0-85021234113
"Chester, D.S., Lynam, D.R., Milich, R., DeWall, C.N.","Social rejection magnifies impulsive behavior among individuals with greater negative urgency: An experimental test of urgency theory",2017,"Journal of Experimental Psychology: General","146","7",,"962","967",,,10.1037/xge0000308,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017114546&doi=10.1037%2fxge0000308&partnerID=40&md5=a40c2df5a48dd26426eb63e05153357a",Article,,Scopus,2-s2.0-85017114546
"Caplette, L., Wicker, B., Gosselin, F., West, G.L.","Hand position alters vision by modulating the time course of spatial frequency use",2017,"Journal of Experimental Psychology: General","146","7",,"917","923",,,10.1037/xge0000296,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017104713&doi=10.1037%2fxge0000296&partnerID=40&md5=5944c93ec2a49370d818007d5ed2f1da",Article,,Scopus,2-s2.0-85017104713
"Itkes, O., Kimchi, R., Haj-Ali, H., Shapiro, A., Kron, A.","Dissociating affective and semantic valence",2017,"Journal of Experimental Psychology: General","146","7",,"924","942",,1,10.1037/xge0000291,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017411168&doi=10.1037%2fxge0000291&partnerID=40&md5=2cff8ba60a9a7f92c57c22238253eee2",Article,,Scopus,2-s2.0-85017411168
"Gordon-Hecker, T., Rosensaft-Eshel, D., Pittarello, A., Shalvi, S., Bereby-Meyer, Y.","Not taking responsibility: Equity trumps efficiency in allocation decisions",2017,"Journal of Experimental Psychology: General","146","6",,"771","775",,1,10.1037/xge0000273,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014719943&doi=10.1037%2fxge0000273&partnerID=40&md5=b0af19eb3f5f3e034ac31acb02286004",Article,,Scopus,2-s2.0-85014719943
"Taylor, J.S.H., Davis, M.H., Rastle, K.","Comparing and validating methods of reading instruction using behavioural and neural findings in an artificial orthography",2017,"Journal of Experimental Psychology: General","146","6",,"826","858",,1,10.1037/xge0000301,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017622635&doi=10.1037%2fxge0000301&partnerID=40&md5=d5a444bb94e296a9ffc194accd16b724",Article,Open Access,Scopus,2-s2.0-85017622635
"Stanley, M.L., Henne, P., Iyengar, V., Sinnott-Armstrong, W., Brigard, F.D.","I'm not the person I used to be: The self and autobiographical memories of immoral actions",2017,"Journal of Experimental Psychology: General","146","6",,"884","895",,2,10.1037/xge0000317,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017614529&doi=10.1037%2fxge0000317&partnerID=40&md5=1c2b7c23511bf1b0cbbbebb138a15798",Article,,Scopus,2-s2.0-85017614529
"Echterhoff, G., Kopietz, R., Tory Higgins, E.","Shared reality in intergroup communication: Increasing the epistemic authority of an out-group audience",2017,"Journal of Experimental Psychology: General","146","6",,"806","825",,7,10.1037/xge0000289,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017143931&doi=10.1037%2fxge0000289&partnerID=40&md5=69dea6a95b25c3645f0c58060840251d",Article,,Scopus,2-s2.0-85017143931
[No author name available],"Erratum: Embodiment as procedures: Physical cleansing changes goal priming effects [Journal of Experimental Psychology: General, 146, 4, (2017)(592-605)] DOI: 10.1037/xge0000285",2017,"Journal of Experimental Psychology: General","146","6",,"825","",,,10.1037/xge0000338,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020127005&doi=10.1037%2fxge0000338&partnerID=40&md5=c07609dd561e540dc68001aeb14517bf",Erratum,,Scopus,2-s2.0-85020127005
"Mills, C., Graesser, A., Risko, E.F., D'Mello, S.K.","Cognitive coupling during reading",2017,"Journal of Experimental Psychology: General","146","6",,"872","883",,2,10.1037/xge0000309,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020132280&doi=10.1037%2fxge0000309&partnerID=40&md5=25d8be2116c12527fdae1cca441f4c54",Article,,Scopus,2-s2.0-85020132280
"Xu, H., Tang, N., Zhou, J., Shen, M., Gao, T.","Seeing ""what"" through ""why"": Evidence from probing the causal structure of hierarchical motion",2017,"Journal of Experimental Psychology: General","146","6",,"896","909",,,10.1037/xge0000310,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020133966&doi=10.1037%2fxge0000310&partnerID=40&md5=40eca9aab2c61692a29b31eb74fd0559",Article,,Scopus,2-s2.0-85020133966
"Martin, A., Shelton, C.C., Sommerville, J.A.","Once a frog-lover, always a frog-lover?: Infants' goal generalization is influenced by the nature of accompanying speech",2017,"Journal of Experimental Psychology: General","146","6",,"859","871",,,10.1037/xge0000268,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017578252&doi=10.1037%2fxge0000268&partnerID=40&md5=a03cf18dfc6893b71b37e05196448e2f",Article,,Scopus,2-s2.0-85017578252
"Schlaghecken, F., Blagrove, E., Mantantzis, K., Maylor, E.A., Watson, D.G.","Look on the bright side: Positivity bias modulates interference effects in the Simon task",2017,"Journal of Experimental Psychology: General","146","6",,"763","770",,,10.1037/xge0000316,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017626184&doi=10.1037%2fxge0000316&partnerID=40&md5=c1264cbb3b2e869834562c67d72a6965",Article,,Scopus,2-s2.0-85017626184
"Malhotra, G., Leslie, D.S., Ludwig, C.J.H., Bogacz, R.","Overcoming indecision by changing the decision boundary",2017,"Journal of Experimental Psychology: General","146","6",,"776","805",,,10.1037/xge0000286,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017538348&doi=10.1037%2fxge0000286&partnerID=40&md5=5b97293fc7fb11a3d75a1cb6e27cc516",Article,Open Access,Scopus,2-s2.0-85017538348
"Buechel, E.C., Zhang, J., Morewedge, C.K.","Impact bias or underestimation? Outcome specifications predict the direction of affective forecasting errors",2017,"Journal of Experimental Psychology: General","146","5",,"746","761",,2,10.1037/xge0000306,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017101924&doi=10.1037%2fxge0000306&partnerID=40&md5=40806a30b0a06dc88052ef42770c2fe7",Article,,Scopus,2-s2.0-85017101924
"Hammond, M.D., Cimpian, A.","Investigating the cognitive structure of stereotypes: Generic beliefs about groups predict social judgments better than statistical beliefs",2017,"Journal of Experimental Psychology: General","146","5",,"607","614",,,10.1037/xge0000297,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018956973&doi=10.1037%2fxge0000297&partnerID=40&md5=293f98735ba4c92ad95a373c957ea21b",Article,,Scopus,2-s2.0-85018956973
"Ginsburg, V., Archambeau, K., van Dijck, J.-P., Chetail, F., Gevers, W.","Coding of serial order in verbal, visual and spatial working memory",2017,"Journal of Experimental Psychology: General","146","5",,"632","650",,2,10.1037/xge0000278,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018972834&doi=10.1037%2fxge0000278&partnerID=40&md5=3c1627f5097bcacb57d99e3b2116263e",Article,,Scopus,2-s2.0-85018972834
"Altmann, E.M., Hambrick, D.Z.","Practice increases procedural errors after task interruption",2017,"Journal of Experimental Psychology: General","146","5",,"615","620",,1,10.1037/xge0000274,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015093422&doi=10.1037%2fxge0000274&partnerID=40&md5=d88d202a950821aa32654003bab0b13c",Article,,Scopus,2-s2.0-85015093422
"Oeberst, A., Matschke, C.","Word order and world order: Titles of intergroup conflicts may increase ethnocentrism by mentioning the in-group first",2017,"Journal of Experimental Psychology: General","146","5",,"672","690",,,10.1037/xge0000300,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017150118&doi=10.1037%2fxge0000300&partnerID=40&md5=ed06bbd9182fd3a85eeb88b015c4a337",Article,,Scopus,2-s2.0-85017150118
"Popov, V., Hristova, P., Anders, R.","The relational luring effect: Retrieval of relational information during associative recognition",2017,"Journal of Experimental Psychology: General","146","5",,"722","745",,,10.1037/xge0000305,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017101721&doi=10.1037%2fxge0000305&partnerID=40&md5=7f02faa090a427e98f420deb665937c4",Article,,Scopus,2-s2.0-85017101721
"Baker, L.R., McNulty, J.K., VanderDrift, L.E.","Expectations for future relationship satisfaction: Unique sources and critical implications for commitment",2017,"Journal of Experimental Psychology: General","146","5",,"700","721",,1,10.1037/xge0000299,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017150728&doi=10.1037%2fxge0000299&partnerID=40&md5=20f112f3928f266ceeb4db111ed29ee9",Article,,Scopus,2-s2.0-85017150728
"Rangelov, D., Müller, H.J., Zehetleitner, M.","Failure to pop Out: Feature singletons do not capture attention under low signal-to-noise ratio conditions",2017,"Journal of Experimental Psychology: General","146","5",,"651","671",,3,10.1037/xge0000284,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017094890&doi=10.1037%2fxge0000284&partnerID=40&md5=97f1273b1a0389673dd73803b8380625",Article,,Scopus,2-s2.0-85017094890
"Cooley, E., Keith Payne, B., Cipolli, W., Daryl Cameron, C., Berger, A., Gray, K.","The paradox of group mind: ""people in a group"" have more mind than ""a group of people""",2017,"Journal of Experimental Psychology: General","146","5",,"691","699",,3,10.1037/xge0000293,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017173672&doi=10.1037%2fxge0000293&partnerID=40&md5=de2d100becee6fcc6767a8fb937214b4",Article,,Scopus,2-s2.0-85017173672
"Bostyn, D.H., Roets, A.","Trust, trolleys and social dilemmas: A replication study",2017,"Journal of Experimental Psychology: General","146","5",,"e1","e7",,,10.1037/xge0000295,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015187583&doi=10.1037%2fxge0000295&partnerID=40&md5=fbb1c483d2480adb66446b7d271795b0",Article,,Scopus,2-s2.0-85015187583
"Cikara, M., Van Bavel, J.J., Ingbretsen, Z.A., Lau, T.","Decoding ""Us"" and ""Them"": Neural representations of generalized group concepts",2017,"Journal of Experimental Psychology: General","146","5",,"621","631",,2,10.1037/xge0000287,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018971252&doi=10.1037%2fxge0000287&partnerID=40&md5=5bafd0b460c06b078fc0817927af8d9b",Article,,Scopus,2-s2.0-85018971252
"McAuliffe, K., Dunham, Y.","Fairness overrides group bias in children's second-party punishment",2017,"Journal of Experimental Psychology: General","146","4",,"485","494",,2,10.1037/xge0000244,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017110861&doi=10.1037%2fxge0000244&partnerID=40&md5=5cd30fd6584051494b2b45ad1ed6893b",Article,,Scopus,2-s2.0-85017110861
"Kang, O., Wheatley, T.","Pupil dilation patterns spontaneously synchronize across individuals during shared attention",2017,"Journal of Experimental Psychology: General","146","4",,"569","576",,1,10.1037/xge0000271,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017171188&doi=10.1037%2fxge0000271&partnerID=40&md5=e357814b1139242c5d3ec03b2d99d015",Article,,Scopus,2-s2.0-85017171188
"Török, B., Janacsek, K., Nagy, D.G., Orbán, G., Nemeth, D.","Measuring and filtering reactive inhibition is essential for assessing serial decision making and learning",2017,"Journal of Experimental Psychology: General","146","4",,"529","542",,,10.1037/xge0000288,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85017117253&doi=10.1037%2fxge0000288&partnerID=40&md5=367d08c3888cb0b99b592dad2603963e",Article,,Scopus,2-s2.0-85017117253
